Country or Area,Subgroup,Year,Source,Unit,Population size,Population size Footnotes
Papua New Guinea,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,1561.0,
Papua New Guinea,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,22.0,
Paraguay,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,2587.0,
Paraguay,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,744.0,
Paraguay,Total,2011.0,UN_United Nations Population Division,Thousand,6568.0,
Paraguay,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,1385.0,
Paraguay,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,21.0,
Peru,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,10421.0,
Peru,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,2902.0,
Peru,Total,2011.0,UN_United Nations Population Division,Thousand,29400.0,
Peru,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,5769.0,
Peru,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,20.0,
Philippines,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,39205.0,
Philippines,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,11161.0,
Philippines,Total,2011.0,UN_United Nations Population Division,Thousand,94852.0,
Philippines,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,20508.0,
Philippines,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,22.0,
Poland,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,7023.0,
Poland,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,2008.0,
Poland,Total,2011.0,UN_United Nations Population Division,Thousand,38299.0,
Poland,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,4300.0,
Poland,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,11.0,
Portugal,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,1930.0,
Portugal,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,501.0,
Portugal,Total,2011.0,UN_United Nations Population Division,Thousand,10690.0,
Portugal,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,1100.0,
Portugal,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,10.0,
Qatar,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,302.0,
Qatar,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,97.0,
Qatar,Total,2011.0,UN_United Nations Population Division,Thousand,1870.0,
Qatar,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,151.0,
Qatar,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,8.0,
Republic of Korea,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,9842.0,
Republic of Korea,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,2488.0,
Republic of Korea,Total,2011.0,UN_United Nations Population Division,Thousand,48391.0,
Republic of Korea,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,6458.0,
Republic of Korea,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,13.0,
Republic of Moldova,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,740.0,
Republic of Moldova,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,223.0,
Republic of Moldova,Total,2011.0,UN_United Nations Population Division,Thousand,3545.0,
Republic of Moldova,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,459.0,
Republic of Moldova,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,13.0,
Romania,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,3928.0,
Romania,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,1093.0,
Romania,Total,2011.0,UN_United Nations Population Division,Thousand,21436.0,
Romania,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,2252.0,
Romania,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,11.0,
Russian Federation,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,26115.0,
Russian Federation,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,8264.0,
Russian Federation,Total,2011.0,UN_United Nations Population Division,Thousand,142836.0,
Russian Federation,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,14023.0,
Russian Federation,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,10.0,
Rwanda,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,5352.0,
Rwanda,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,1909.0,
Rwanda,Total,2011.0,UN_United Nations Population Division,Thousand,10943.0,
Rwanda,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,2356.0,
Rwanda,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,22.0,
Saint Kitts and Nevis,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,17.0,
Saint Kitts and Nevis,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,5.0,
Saint Kitts and Nevis,Total,2011.0,UN_United Nations Population Division,Thousand,53.0,
Saint Lucia,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,55.0,
Saint Lucia,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,15.0,
Saint Lucia,Total,2011.0,UN_United Nations Population Division,Thousand,176.0,
Saint Lucia,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,32.0,
Saint Lucia,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,18.0,
Saint Vincent and the Grenadines,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,35.0,
Saint Vincent and the Grenadines,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,9.0,
Saint Vincent and the Grenadines,Total,2011.0,UN_United Nations Population Division,Thousand,109.0,
Saint Vincent and the Grenadines,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,21.0,
Saint Vincent and the Grenadines,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,19.0,
Samoa,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,81.0,
Samoa,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,22.0,
Samoa,Total,2011.0,UN_United Nations Population Division,Thousand,184.0,
Samoa,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,44.0,
Samoa,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,24.0,
San Marino,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,6.0,
San Marino,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,2.0,
San Marino,Total,2011.0,UN_United Nations Population Division,Thousand,32.0,
Sao Tome and Principe,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,79.0,
Sao Tome and Principe,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,24.0,
Sao Tome and Principe,Total,2011.0,UN_United Nations Population Division,Thousand,169.0,
Sao Tome and Principe,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,40.0,
Sao Tome and Principe,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,24.0,
Saudi Arabia,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,9923.0,
Saudi Arabia,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,3186.0,
Saudi Arabia,Total,2011.0,UN_United Nations Population Division,Thousand,28083.0,
Saudi Arabia,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,4926.0,
Saudi Arabia,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,18.0,
Senegal,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,6425.0,
Senegal,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,2125.0,
Senegal,Total,2011.0,UN_United Nations Population Division,Thousand,12768.0,
Senegal,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,3004.0,
Senegal,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,24.0,
Serbia,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,2089.0,
Serbia,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,551.0,
Serbia,Total,2011.0,UN_United Nations Population Division,Thousand,9854.0,
Serbia,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,1207.0,
Serbia,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,12.0,
Seychelles,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,43.0,
Seychelles,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,14.0,
Seychelles,Total,2011.0,UN_United Nations Population Division,Thousand,87.0,
Sierra Leone,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,2965.0,
Sierra Leone,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,984.0,
Sierra Leone,Total,2011.0,UN_United Nations Population Division,Thousand,5997.0,
Sierra Leone,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,1366.0,
Sierra Leone,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,23.0,
Singapore,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,1104.0,
Singapore,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,238.0,
Singapore,Total,2011.0,UN_United Nations Population Division,Thousand,5188.0,
Singapore,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,747.0,
Singapore,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,14.0,
Slovakia,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,1024.0,
Slovakia,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,281.0,
Slovakia,Total,2011.0,UN_United Nations Population Division,Thousand,5472.0,
Slovakia,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,635.0,
Slovakia,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,12.0,
Slovenia,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,344.0,
Slovenia,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,102.0,
Slovenia,Total,2011.0,UN_United Nations Population Division,Thousand,2035.0,
Slovenia,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,193.0,
Slovenia,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,9.0,
Solomon Islands,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,254.0,
Solomon Islands,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,81.0,
Solomon Islands,Total,2011.0,UN_United Nations Population Division,Thousand,552.0,
Solomon Islands,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,121.0,
Solomon Islands,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,22.0,
Somalia,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,4896.0,
Somalia,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,1701.0,
Somalia,Total,2011.0,UN_United Nations Population Division,Thousand,9557.0,
Somalia,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,2140.0,
Somalia,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,22.0,
South Africa,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,18045.0,
South Africa,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,4989.0,
South Africa,Total,2011.0,UN_United Nations Population Division,Thousand,50460.0,
South Africa,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,9940.0,
South Africa,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,20.0,
South Asia,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,614255.0,1.0
South Asia,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,176150.0,1.0
South Asia,Total,2011.0,UN_United Nations Population Division,Thousand,1653679.0,1.0
South Asia,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,333425.0,1.0
South Asia,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,20.0,1.0
South Sudan,Total,2011.0,UN_United Nations Population Division,Thousand,10314.0,2.0
Spain,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,8306.0,
Spain,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,2546.0,
Spain,Total,2011.0,UN_United Nations Population Division,Thousand,46455.0,
Spain,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,4299.0,
Spain,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,9.0,
Sri Lanka,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,6183.0,
Sri Lanka,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,1886.0,
Sri Lanka,Total,2011.0,UN_United Nations Population Division,Thousand,21045.0,
Sri Lanka,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,3165.0,
Sri Lanka,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,15.0,
State of Palestine,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,2051.0,
State of Palestine,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,635.0,
State of Palestine,Total,2011.0,UN_United Nations Population Division,Thousand,4152.0,
State of Palestine,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,1040.0,
State of Palestine,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,25.0,
Sub-Saharan Africa,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,428333.0,1.0
Sub-Saharan Africa,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,140617.0,1.0
Sub-Saharan Africa,Total,2011.0,UN_United Nations Population Division,Thousand,876497.0,1.0
Sub-Saharan Africa,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,200971.0,1.0
Sub-Saharan Africa,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,23.0,1.0
Sudan,Total,2011.0,UN_United Nations Population Division,Thousand,34318.0,2.0
Sudan (pre-cession),Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,20660.0,2.0
Sudan (pre-cession),Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,6472.0,2.0
Sudan (pre-cession),Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,10044.0,2.0
Sudan (pre-cession),Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,23.0,2.0
Suriname,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,176.0,
Suriname,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,47.0,
Suriname,Total,2011.0,UN_United Nations Population Division,Thousand,529.0,
Suriname,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,96.0,
Suriname,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,18.0,
Swaziland,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,548.0,
Swaziland,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,158.0,
Swaziland,Total,2011.0,UN_United Nations Population Division,Thousand,1203.0,
Swaziland,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,301.0,
Swaziland,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,25.0,
Sweden,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,1916.0,
Sweden,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,562.0,
Sweden,Total,2011.0,UN_United Nations Population Division,Thousand,9441.0,
Sweden,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,1097.0,
Sweden,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,12.0,
Switzerland,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,1435.0,
Switzerland,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,382.0,
Switzerland,Total,2011.0,UN_United Nations Population Division,Thousand,7702.0,
Switzerland,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,867.0,
Switzerland,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,11.0,
Syrian Arab Republic,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,8923.0,
Syrian Arab Republic,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,2446.0,
Syrian Arab Republic,Total,2011.0,UN_United Nations Population Division,Thousand,20766.0,
Syrian Arab Republic,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,4786.0,
Syrian Arab Republic,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,23.0,
Tajikistan,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,3052.0,
Tajikistan,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,883.0,
Tajikistan,Total,2011.0,UN_United Nations Population Division,Thousand,6977.0,
Tajikistan,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,1670.0,
Tajikistan,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,24.0,
Thailand,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,17111.0,
Thailand,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,4270.0,
Thailand,Total,2011.0,UN_United Nations Population Division,Thousand,69519.0,
Thailand,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,10192.0,
Thailand,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,15.0,
The former Yugoslav Republic of Macedonia,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,445.0,
The former Yugoslav Republic of Macedonia,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,112.0,
The former Yugoslav Republic of Macedonia,Total,2011.0,UN_United Nations Population Division,Thousand,2064.0,
The former Yugoslav Republic of Macedonia,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,280.0,
The former Yugoslav Republic of Macedonia,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,14.0,
Timor-Leste,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,616.0,
Timor-Leste,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,201.0,
Timor-Leste,Total,2011.0,UN_United Nations Population Division,Thousand,1154.0,
Timor-Leste,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,301.0,
Timor-Leste,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,26.0,
Togo,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,2831.0,
Togo,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,870.0,
Togo,Total,2011.0,UN_United Nations Population Division,Thousand,6155.0,
Togo,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,1416.0,
Togo,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,23.0,
Tonga,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,46.0,
Tonga,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,14.0,
Tonga,Total,2011.0,UN_United Nations Population Division,Thousand,105.0,
Tonga,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,23.0,
Tonga,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,22.0,
Trinidad and Tobago,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,334.0,
Trinidad and Tobago,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,96.0,
Trinidad and Tobago,Total,2011.0,UN_United Nations Population Division,Thousand,1346.0,
Trinidad and Tobago,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,189.0,
Trinidad and Tobago,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,14.0,
Tunisia,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,3001.0,
Tunisia,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,885.0,
Tunisia,Total,2011.0,UN_United Nations Population Division,Thousand,10594.0,
Tunisia,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,1709.0,
Tunisia,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,16.0,
Turkey,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,23107.0,
Turkey,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,6489.0,
Turkey,Total,2011.0,UN_United Nations Population Division,Thousand,73640.0,
Turkey,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,13004.0,
Turkey,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,18.0,
Turkmenistan,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,1785.0,
Turkmenistan,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,499.0,
Turkmenistan,Total,2011.0,UN_United Nations Population Division,Thousand,5105.0,
Turkmenistan,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,1013.0,
Turkmenistan,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,20.0,
Tuvalu,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,4.0,
Tuvalu,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,1.0,
Tuvalu,Total,2011.0,UN_United Nations Population Division,Thousand,10.0,
Uganda,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,19042.0,
Uganda,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,6638.0,
Uganda,Total,2011.0,UN_United Nations Population Division,Thousand,34509.0,
Uganda,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,8326.0,
Uganda,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,24.0,
Ukraine,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,7977.0,
Ukraine,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,2465.0,
Ukraine,Total,2011.0,UN_United Nations Population Division,Thousand,45190.0,
Ukraine,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,4638.0,
Ukraine,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,10.0,
United Arab Emirates,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,1590.0,
United Arab Emirates,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,451.0,
United Arab Emirates,Total,2011.0,UN_United Nations Population Division,Thousand,7891.0,
United Arab Emirates,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,898.0,
United Arab Emirates,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,12.0,
United Kingdom,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,13153.0,
United Kingdom,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,3858.0,
United Kingdom,Total,2011.0,UN_United Nations Population Division,Thousand,62417.0,
United Kingdom,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,7442.0,
United Kingdom,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,12.0,
United Republic of Tanzania,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,23690.0,
United Republic of Tanzania,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,8267.0,
United Republic of Tanzania,Total,2011.0,UN_United Nations Population Division,Thousand,46218.0,
United Republic of Tanzania,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,10475.0,
United Republic of Tanzania,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,23.0,
United States,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,75491.0,
United States,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,21629.0,
United States,Total,2011.0,UN_United Nations Population Division,Thousand,313085.0,
United States,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,41478.0,
United States,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,13.0,
Uruguay,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,912.0,
Uruguay,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,245.0,
Uruguay,Total,2011.0,UN_United Nations Population Division,Thousand,3380.0,
Uruguay,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,524.0,
Uruguay,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,15.0,
Uzbekistan,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,9849.0,
Uzbekistan,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,2802.0,
Uzbekistan,Total,2011.0,UN_United Nations Population Division,Thousand,27760.0,
Uzbekistan,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,5798.0,
Uzbekistan,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,21.0,
Vanuatu,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,109.0,
Vanuatu,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,34.0,
Vanuatu,Total,2011.0,UN_United Nations Population Division,Thousand,246.0,
Vanuatu,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,54.0,
Vanuatu,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,22.0,
Venezuela (Bolivarian Republic of),Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,10215.0,
Venezuela (Bolivarian Republic of),Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,2935.0,
Venezuela (Bolivarian Republic of),Total,2011.0,UN_United Nations Population Division,Thousand,29437.0,
Venezuela (Bolivarian Republic of),Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,5499.0,
Venezuela (Bolivarian Republic of),Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,19.0,
Viet Nam,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,25532.0,
Viet Nam,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,7202.0,
Viet Nam,Total,2011.0,UN_United Nations Population Division,Thousand,88792.0,
Viet Nam,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,15251.0,
Viet Nam,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,17.0,
Western and Central Africa,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,210616.0,1.0
Western and Central Africa,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,70843.0,1.0
Western and Central Africa,Total,2011.0,UN_United Nations Population Division,Thousand,422564.0,1.0
Western and Central Africa,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,96530.0,1.0
Western and Central Africa,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,23.0,1.0
World,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,2207145.0,1.0
World,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,638681.0,1.0
World,Total,2011.0,UN_United Nations Population Division,Thousand,6934761.0,1.0
World,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,1199890.0,1.0
World,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,17.0,1.0
Yemen,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,12687.0,
Yemen,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,4179.0,
Yemen,Total,2011.0,UN_United Nations Population Division,Thousand,24800.0,
Yemen,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,6073.0,
Yemen,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,25.0,
Zambia,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,7169.0,
Zambia,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,2509.0,
Zambia,Total,2011.0,UN_United Nations Population Division,Thousand,13475.0,
Zambia,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,3176.0,
Zambia,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,24.0,
Zimbabwe,Total <18 yr,2011.0,UN_United Nations Population Division,Thousand,5841.0,
Zimbabwe,Total <5 yr,2011.0,UN_United Nations Population Division,Thousand,1706.0,
Zimbabwe,Total,2011.0,UN_United Nations Population Division,Thousand,12754.0,
Zimbabwe,Total 10-19 yr,2011.0,UN_United Nations Population Division,Thousand,3196.0,
Zimbabwe,Total 10-19 yr,2011.0,UN_United Nations Population Division,Percent,25.0,
