Country or Area,Subgroup,Year,Source,Unit,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR) Footnotes
Libya,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,16.0,
Libya,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,17.0,
Lithuania,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,157.0,
Lithuania,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,6.0,
Lithuania,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,12.0,
Lithuania,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,17.0,
Lithuania,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,26.0,
Lithuania,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,5.0,
Lithuania,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,6.0,
Luxembourg,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,184.0,
Luxembourg,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,3.0,
Luxembourg,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,5.0,
Luxembourg,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,8.0,
Luxembourg,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,22.0,
Luxembourg,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,3.0,
Luxembourg,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,3.0,
Madagascar,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,47.0,
Madagascar,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,62.0,
Madagascar,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,104.0,
Madagascar,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,161.0,
Madagascar,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,176.0,
Madagascar,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,58.0,
Madagascar,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,65.0,
Malawi,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,31.0,
Malawi,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,83.0,
Malawi,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,164.0,
Malawi,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,227.0,
Malawi,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,334.0,
Malawi,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,79.0,
Malawi,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,87.0,
Malaysia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,151.0,
Malaysia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,7.0,
Malaysia,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,11.0,
Malaysia,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,17.0,
Malaysia,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,54.0,
Malaysia,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,6.0,
Malaysia,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,7.0,
Maldives,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,133.0,
Maldives,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,11.0,
Maldives,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,53.0,
Maldives,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,105.0,
Maldives,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,266.0,
Maldives,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,10.0,
Maldives,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,12.0,
Mali,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,3.0,
Mali,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,176.0,
Mali,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,214.0,
Mali,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,257.0,
Mali,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,373.0,
Mali,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,169.0,
Mali,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,182.0,
Malta,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,157.0,
Malta,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,6.0,
Malta,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,8.0,
Malta,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,11.0,
Malta,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,27.0,
Malta,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,5.0,
Malta,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,7.0,
Marshall Islands,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,80.0,
Marshall Islands,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,26.0,
Marshall Islands,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,38.0,
Marshall Islands,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,52.0,
Marshall Islands,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,98.0,
Marshall Islands,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,23.0,
Marshall Islands,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,29.0,
Mauritania,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,18.0,
Mauritania,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,112.0,
Mauritania,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,118.0,
Mauritania,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,125.0,
Mauritania,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,197.0,
Mauritania,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,104.0,
Mauritania,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,120.0,
Mauritius,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,115.0,
Mauritius,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,15.0,
Mauritius,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,19.0,
Mauritius,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,24.0,
Mauritius,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,85.0,
Mauritius,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,14.0,
Mauritius,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,16.0,
Mexico,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,107.0,
Mexico,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,16.0,
Mexico,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,29.0,
Mexico,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,49.0,
Mexico,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,108.0,
Mexico,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,14.0,
Mexico,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,17.0,
Micronesia (Federated States of),Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,63.0,
Micronesia (Federated States of),Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,42.0,
Micronesia (Federated States of),Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,49.0,
Micronesia (Federated States of),Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,56.0,
Micronesia (Federated States of),Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,36.0,
Micronesia (Federated States of),Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,47.0,
Middle East and North Africa,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,36.0,
Middle East and North Africa,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,52.0,1.0
Middle East and North Africa,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,72.0,1.0
Middle East and North Africa,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,190.0,1.0
Middle East and North Africa,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,34.0,1.0
Middle East and North Africa,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,38.0,
Monaco,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,169.0,
Monaco,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,4.0,
Monaco,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,5.0,
Monaco,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,8.0,
Monaco,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,3.0,
Monaco,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,4.0,
Mongolia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,72.0,
Mongolia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,31.0,
Mongolia,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,63.0,
Mongolia,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,107.0,
Mongolia,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,26.0,
Mongolia,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,35.0,
Montenegro,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,151.0,
Montenegro,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,7.0,
Montenegro,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,13.0,
Montenegro,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,18.0,
Montenegro,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,7.0,
Montenegro,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,8.0,
Morocco,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,69.0,
Morocco,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,33.0,
Morocco,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,53.0,
Morocco,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,81.0,
Morocco,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,177.0,
Morocco,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,30.0,
Morocco,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,35.0,
Mozambique,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,22.0,
Mozambique,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,103.0,
Mozambique,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,172.0,
Mozambique,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,226.0,
Mozambique,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,275.0,
Mozambique,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,99.0,
Mozambique,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,107.0,
Myanmar,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,47.0,
Myanmar,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,62.0,
Myanmar,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,84.0,
Myanmar,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,107.0,
Myanmar,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,172.0,
Myanmar,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,56.0,
Myanmar,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,69.0,
Namibia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,63.0,
Namibia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,42.0,
Namibia,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,74.0,
Namibia,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,73.0,
Namibia,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,113.0,
Namibia,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,38.0,
Namibia,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,45.0,
Nauru,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,66.0,
Nauru,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,40.0,
Nauru,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,40.0,
Nauru,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,40.0,
Nauru,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,24.0,
Nauru,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,56.0,
Nepal,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,57.0,
Nepal,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,48.0,
Nepal,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,83.0,
Nepal,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,135.0,
Nepal,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,249.0,
Nepal,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,47.0,
Nepal,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,49.0,
Netherlands,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,169.0,
Netherlands,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,4.0,
Netherlands,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,6.0,
Netherlands,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,8.0,
Netherlands,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,16.0,
Netherlands,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,4.0,
Netherlands,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,4.0,
New Zealand,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,157.0,
New Zealand,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,6.0,
New Zealand,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,7.0,
New Zealand,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,11.0,
