Average annual rate of reduction of under-five mortality rate_1970-1990 , Antenatal care coverage (ANC)
Life expectancy at birth_1970.0 , Proportion of 1 year-old children fully immunised against DPT
Ratio of life expectancy at birth of females to males , Average annual rate of reduction of under-five mortality rate_1990-2000
Average annual rate of reduction of under-five mortality rate_1990-2011 , Proportion of population with sustainable access to an improved water source_Total
Life expectancy at birth_1970.0 , Proportion of under-five children with suspected pneumonia receiving antibiotics
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Total , Maternal mortality ratio (MMR)
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Female , Maternal mortality ratio (MMR)
Reduction in under-five mortality rate_2000.0 , Birth registration_Urban
Total fertility rate (TFR)_1990.0 , Prevalence of stunting (moderate and severe) - WHO
Neonatal mortality rate , Crude birth rate (CBR)_2011.0
Average annual rate of reduction of under-five mortality rate_1990-2000 , Condom use at last high-risk sex_Male 15-24 yr
Average annual rate of reduction of under-five mortality rate_1990-2011 , Proportion of 1 year-old children fully immunised against DPT
Average annual rate of reduction of under-five mortality rate_1990-2011 , Proportion of 1 year-old children immunised against measles
Average annual rate of reduction of under-five mortality rate_1990-2011 , Proportion of population with sustainable access to an improved water source_Rural
Crude birth rate (CBR)_1990.0 , Infant mortality rate (IMR)_1990.0
Average annual rate of reduction of under-five mortality rate_1970-1990 , Proportion of under-five children with suspected pneumonia receiving antibiotics
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Male , Maternal mortality ratio (MMR)
Proportion of 1 year-old children immunised against TB (BCG) , Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20%
Proportion of population with access to improved sanitation_Percent_Rural , Contraceptive prevalence rate (CPR)
Average annual rate of reduction of under-five mortality rate_1990-2000 , Birth registration_Poorest 20%
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Proportion of population with access to improved sanitation_Percent_Urban
Crude death rate (CDR)_1970.0 , Crude birth rate (CBR)_2011.0
Proportion of population with access to improved sanitation_Percent_Urban , Proportion of 1 year-old children immunised against TB (BCG)
Life expectancy at birth_2011.0 , Proportion of 1 year-old children fully immunised against Hepatitis B
Average annual rate of reduction of under-five mortality rate_1970-1990 , Birth registration_Rural
Proportion of 1 year-old children immunised against DPT1 , Proportion of births attended by skilled health personnel_Percent_Poorest 20%
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20% , Proportion of 1 year-old children immunised against DPT1
Average annual rate of reduction of under-five mortality rate_1990-2000 , Proportion of births attended by skilled health personnel_Percent_Rural
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Male , Infant mortality rate (IMR)_1990.0
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , Crude birth rate (CBR)_2011.0
Proportion of households consuming iodized salt , Birth registration_Urban
Contraceptive prevalence rate (CPR) , Proportion of 1 year-old children immunised against DPT1
Average annual rate of reduction of under-five mortality rate_1970-1990 , Proportion of 1 year-old children immunised against TB (BCG)
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Total , Infant mortality rate (IMR)_1990.0
Under-five mortality rate (U5MR)_Deaths per 1000 live births_1990.0_Total , Crude birth rate (CBR)_2011.0
Average annual rate of reduction of under-five mortality rate_1990-2011 , Proportion of 1 year-old children fully immunised against Hepatitis B
Proportion of population with access to improved sanitation_Percent_Total , Proportion of 1 year-old children fully immunised against Hepatitis B
Proportion of new borns protected against tetanus , Life expectancy at birth_2011.0
Proportion of population with access to improved sanitation_Percent_Rural , Proportion of 1 year-old children immunised against measles
Timely complementary feeding rate , Proportion of births attended by skilled health personnel_Percent_Richest 20%
Prevalence of underweight (moderate and severe) - WHO_Percent_Total <5 yr , Prevalence of stunting (moderate and severe) - WHO
Child discipline_Total , Proportion of births attended by skilled health personnel_Percent_Richest 20%
Average annual rate of reduction of under-five mortality rate_1990-2011 , Proportion of births attended by skilled health personnel_Percent_Urban
Average annual rate of reduction of under-five mortality rate_1990-2000 , Proportion of population with access to improved sanitation_Percent_Total
Contraceptive prevalence rate (CPR) , Proportion of births attended by skilled health personnel_Percent_Poorest 20%
Contraceptive prevalence rate (CPR) , Proportion of under-five children with suspected pneumonia receiving antibiotics
Average annual rate of reduction of under-five mortality rate_1990-2011 , Proportion of 1 year-old children immunised against TB (BCG)
Timely complementary feeding rate , Antenatal care coverage (ANC)
Average annual rate of reduction of under-five mortality rate_1990-2011 , Proportion of 1 year-old children fully immunised against polio (OPV)
Proportion of population with access to improved sanitation_Percent_Rural , Proportion of births attended by skilled health personnel_Percent_Urban
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Female , Infant mortality rate (IMR)_1990.0
Average annual rate of reduction of under-five mortality rate_1990-2011 , Proportion of births attended by skilled health personnel_Percent_Richest 20%
Birth registration_Richest 20% , Condom use at last high-risk sex_Female 15-24 yr
Ratio of life expectancy at birth of females to males , Birth registration_Poorest 20%
Average annual rate of reduction of under-five mortality rate_1970-1990 , Under-five mortality rate (U5MR)_Rank_2011.0_Total
Average annual rate of reduction of under-five mortality rate_1970-1990 , Proportion of population with access to improved sanitation_Percent_Rural
Proportion of population with access to improved sanitation_Percent_Rural , Birth registration_Urban
Proportion of population with access to improved sanitation_Percent_Urban , Condom use at last high-risk sex_Male 15-24 yr
Proportion of under-five children with suspected pneumonia receiving antibiotics , Condom use at last high-risk sex_Female 15-24 yr
Child discipline_Total , Proportion of 1 year-old children fully immunised against DPT
Average annual rate of reduction of under-five mortality rate_1990-2011 , Proportion of 1 year-old children immunised against DPT1
Child discipline_Total , Proportion of population with sustainable access to an improved water source_Urban
Birth registration_Urban , Condom use at last high-risk sex_Female 15-24 yr
Proportion of 1 year-old children fully immunised against Hepatitis B , Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20%
Average annual rate of reduction of under-five mortality rate_1970-1990 , Reduction in under-five mortality rate_1990.0
Proportion of population with access to improved sanitation_Percent_Rural , Proportion of 1 year-old children fully immunised against polio (OPV)
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20% , Antenatal care coverage (ANC)
Under-five mortality rate (U5MR)_Deaths per 1000 live births_1970.0_Total , Crude birth rate (CBR)_2011.0
Crude birth rate (CBR)_2011.0 , Prevalence of stunting (moderate and severe) - WHO
Proportion of households consuming iodized salt , Reduction in under-five mortality rate_2000.0
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20%
Crude death rate (CDR)_1970.0 , Crude birth rate (CBR)_1970.0
Child discipline_Total , Antenatal care coverage (ANC)
Proportion of under-five children with suspected pneumonia receiving antibiotics , Reduction in under-five mortality rate_2000.0
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Birth registration_Poorest 20%
Adolescent birth rate , Crude birth rate (CBR)_2011.0
Proportion of 1 year-old children immunised against TB (BCG) , Birth registration_Poorest 20%
Proportion of households consuming iodized salt , Condom use at last high-risk sex_Male 15-24 yr
Proportion of population with access to improved sanitation_Percent_Rural , Proportion of population with sustainable access to an improved water source_Urban
Proportion of new borns protected against tetanus , Proportion of population with access to improved sanitation_Percent_Total
Proportion of births attended by skilled health personnel_Percent_Urban , Condom use at last high-risk sex_Female 15-24 yr
Life expectancy at birth_1970.0 , Proportion of 1 year-old children immunised against DPT1
Reduction in under-five mortality rate_1990.0 , Birth registration_Poorest 20%
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20% , Proportion of 1 year-old children fully immunised against DPT
Proportion of households consuming iodized salt , Proportion of births attended by skilled health personnel_Percent_Total
Neonatal mortality rate , Under-five mortality rate (U5MR)_Deaths per 1000 live births_1970.0_Total
Proportion of under-five children with suspected pneumonia taken to health provider , Reduction in under-five mortality rate_2000.0
Timely complementary feeding rate , Proportion of 1 year-old children immunised against DPT1
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20% , Proportion of births attended by skilled health personnel_Percent_Urban
Child discipline_Total , Proportion of births attended by skilled health personnel_Percent_Urban
Antenatal care coverage for at least four visits , Under-five mortality rate (U5MR)_Rank_2011.0_Total
Average annual rate of reduction of under-five mortality rate_1990-2011 , Antenatal care coverage for at least four visits
Total fertility rate (TFR)_1990.0 , Infant mortality rate (IMR)_1990.0
Proportion of under-five children with suspected pneumonia taken to health provider , Proportion of households consuming iodized salt
Proportion of new borns protected against tetanus , Timely complementary feeding rate
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , Maternal mortality ratio (MMR)
Proportion of population with access to improved sanitation_Percent_Rural , Antenatal care coverage (ANC)
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20% , Proportion of births attended by skilled health personnel_Percent_Richest 20%
Average annual rate of reduction of under-five mortality rate_1990-2011 , Birth registration_Richest 20%
Average annual rate of reduction of under-five mortality rate_1990-2011 , Antenatal care coverage (ANC)
Proportion of new borns protected against tetanus , Average annual rate of reduction of under-five mortality rate_2000-2011
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Birth registration_Rural
Proportion of population with access to improved sanitation_Percent_Rural , Proportion of 1 year-old children fully immunised against DPT
Average annual rate of reduction of under-five mortality rate_1990-2011 , Birth registration_Urban
Early initiation of breastfeeding (within one hour of birth) , Proportion of 1 year-old children immunised against DPT1
Ratio of life expectancy at birth of females to males , Proportion of under-five children with suspected pneumonia receiving antibiotics
Proportion of population with access to improved sanitation_Percent_Rural , Proportion of births attended by skilled health personnel_Percent_Richest 20%
Proportion of 1 year-old children fully immunised against Hepatitis B , Contraceptive prevalence rate (CPR)
Proportion of new borns protected against tetanus , Contraceptive prevalence rate (CPR)
Proportion of 1 year-old children fully immunised against Hepatitis B , Proportion of births attended by skilled health personnel_Percent_Poorest 20%
Birth registration_Total , Condom use at last high-risk sex_Female 15-24 yr
Proportion of population with access to improved sanitation_Percent_Total , Reduction in under-five mortality rate_1990.0
Average annual rate of reduction of under-five mortality rate_1990-2000 , Proportion of households consuming iodized salt
Ratio of life expectancy at birth of females to males , Proportion of population with access to improved sanitation_Percent_Urban
Total fertility rate (TFR)_2011.0 , Under-five mortality rate (U5MR)_Deaths per 1000 live births_1990.0_Total
Reduction in under-five mortality rate_2000.0 , Condom use at last high-risk sex_Male 15-24 yr
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20% , Proportion of 1 year-old children immunised against measles
Total fertility rate (TFR)_2011.0 , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total
Proportion of population with access to improved sanitation_Percent_Rural , Birth registration_Richest 20%
Timely complementary feeding rate , Child discipline_Total
Average annual rate of reduction of under-five mortality rate_1970-1990 , Proportion of under-five children with suspected pneumonia taken to health provider
Timely complementary feeding rate , Early initiation of breastfeeding (within one hour of birth)
Ratio of life expectancy at birth of females to males , Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Birth registration_Poorest 20%
Life expectancy at birth_1990.0 , Proportion of households consuming iodized salt
Proportion of new borns protected against tetanus , Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20%
Timely complementary feeding rate , Proportion of 1 year-old children fully immunised against DPT
Population size_Percent_Total 10-19 yr , Prevalence of stunting (moderate and severe) - WHO
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Average annual rate of reduction of under-five mortality rate_1970-1990
Crude birth rate (CBR)_1970.0 , Prevalence of stunting (moderate and severe) - WHO
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Birth registration_Total
Proportion of population with access to improved sanitation_Percent_Rural , Proportion of under-five children with suspected pneumonia receiving antibiotics
Child discipline_Total , Proportion of 1 year-old children immunised against measles
Timely complementary feeding rate , Proportion of 1 year-old children immunised against measles
Total fertility rate (TFR)_1970.0 , Crude birth rate (CBR)_2011.0
Maternal mortality ratio (MMR) , Infant mortality rate (IMR)_2011.0
Proportion of 1 year-old children immunised against measles , Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding_Percent_Total <5 yr
Proportion of 1 year-old children fully immunised against Hepatitis B , Early initiation of breastfeeding (within one hour of birth)
Early initiation of breastfeeding (within one hour of birth) , Proportion of 1 year-old children fully immunised against DPT
Proportion of births attended by skilled health personnel_Percent_Total , Reduction in under-five mortality rate_2000.0
Crude death rate (CDR)_1970.0 , Prevalence of stunting (moderate and severe) - WHO
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Life expectancy at birth_2011.0
Proportion of households consuming iodized salt , Birth registration_Total
Reduction in under-five mortality rate_2000.0 , Birth registration_Total
Proportion of under-five children with suspected pneumonia taken to health provider , Under-five mortality rate (U5MR)_Rank_2011.0_Total
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20% , Proportion of 1 year-old children fully immunised against polio (OPV)
Under-five mortality rate (U5MR)_Deaths per 1000 live births_1970.0_Total , Crude birth rate (CBR)_1970.0
Under-five mortality rate (U5MR)_Deaths per 1000 live births_1990.0_Total , Crude death rate (CDR)_1970.0
Proportion of new borns protected against tetanus , Proportion of births attended by skilled health personnel_Percent_Poorest 20%
Life expectancy at birth_1970.0 , Proportion of 1 year-old children fully immunised against Hepatitis B
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Timely complementary feeding rate
Average annual rate of reduction of under-five mortality rate_1990-2011 , Proportion of under-five children with suspected pneumonia receiving antibiotics
Total fertility rate (TFR)_2011.0 , Infant mortality rate (IMR)_1990.0
Child discipline_Total , Proportion of 1 year-old children fully immunised against polio (OPV)
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Average annual rate of reduction of under-five mortality rate_1990-2011
Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding_Percent_Total <5 yr , Proportion of 1 year-old children fully immunised against DPT
Life expectancy at birth_2011.0 , Caesarean section
Average annual rate of reduction of total fertility rate_1970-1990 , Life expectancy at birth_1990.0
Population size_Percent_Total 10-19 yr , Crude death rate (CDR)_1970.0
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Early initiation of breastfeeding (within one hour of birth)
Institutional deliveries , Proportion of households consuming iodized salt
Proportion of population with sustainable access to an improved water source_Urban , Condom use at last high-risk sex_Female 15-24 yr
Proportion of households consuming iodized salt , Proportion of births attended by skilled health personnel_Percent_Rural
Timely complementary feeding rate , Proportion of births attended by skilled health personnel_Percent_Urban
Timely complementary feeding rate , Proportion of 1 year-old children fully immunised against polio (OPV)
Average annual rate of reduction of under-five mortality rate_1990-2011 , Life expectancy at birth_2011.0
Contraceptive prevalence rate (CPR) , Reduction in under-five mortality rate_1990.0
Birth registration_Rural , Condom use at last high-risk sex_Female 15-24 yr
Child discipline_Total , Early initiation of breastfeeding (within one hour of birth)
Total fertility rate (TFR)_2011.0 , Population size_Percent_Total 10-19 yr
Antenatal care coverage for at least four visits , Condom use at last high-risk sex_Female 15-24 yr
Crude birth rate (CBR)_2011.0 , Infant mortality rate (IMR)_2011.0
Antenatal care coverage (ANC) , Condom use at last high-risk sex_Female 15-24 yr
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20% , Condom use at last high-risk sex_Male 15-24 yr
Institutional deliveries , Reduction in under-five mortality rate_2000.0
Early initiation of breastfeeding (within one hour of birth) , Antenatal care coverage (ANC)
Average annual rate of reduction of under-five mortality rate_1990-2011 , Birth registration_Total
Proportion of population with access to improved sanitation_Percent_Total , Proportion of 1 year-old children immunised against TB (BCG)
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Proportion of population with access to improved sanitation_Percent_Total
Proportion of births attended by skilled health personnel_Percent_Richest 20% , Condom use at last high-risk sex_Female 15-24 yr
Contraceptive prevalence rate (CPR) , Condom use at last high-risk sex_Male 15-24 yr
Life expectancy at birth_1990.0 , Reduction in under-five mortality rate_2000.0
Prevalence of wasting (moderate and severe) - WHO , Prevalence of underweight (moderate and severe) - WHO_Percent_Total <5 yr
Neonatal mortality rate , Crude birth rate (CBR)_1990.0
Ratio of life expectancy at birth of females to males , Proportion of births attended by skilled health personnel_Percent_Poorest 20%
Proportion of 1 year-old children fully immunised against polio (OPV) , Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding_Percent_Total <5 yr
Total fertility rate (TFR)_2011.0 , Crude death rate (CDR)_1970.0
Ratio of life expectancy at birth of females to males , Reduction in under-five mortality rate_2000.0
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Richest 20% , Antenatal care coverage (ANC)
Proportion of 1 year-old children immunised against DPT1 , Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding_Percent_Total <5 yr
Average annual rate of reduction of under-five mortality rate_2000-2011 , Proportion of 1 year-old children immunised against TB (BCG)
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Richest 20% , Proportion of population with sustainable access to an improved water source_Urban
Proportion of 1 year-old children immunised against TB (BCG) , Life expectancy at birth_2011.0
Average annual rate of reduction of under-five mortality rate_1970-1990 , Birth registration_Poorest 20%
Proportion of births attended by skilled health personnel_Percent_Rural , Reduction in under-five mortality rate_2000.0
Average annual rate of reduction of under-five mortality rate_1990-2011 , Proportion of under-five children with suspected pneumonia taken to health provider
Proportion of 1 year-old children fully immunised against Hepatitis B , Timely complementary feeding rate
Timely complementary feeding rate , Proportion of population with sustainable access to an improved water source_Urban
Proportion of 1 year-old children fully immunised against polio (OPV) , Early initiation of breastfeeding (within one hour of birth)
Ratio of life expectancy at birth of females to males , Life expectancy at birth_1970.0
Proportion of new borns protected against tetanus , Life expectancy at birth_1970.0
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Richest 20% , Condom use at last high-risk sex_Female 15-24 yr
Proportion of births attended by skilled health personnel_Percent_Rural , Condom use at last high-risk sex_Female 15-24 yr
Average annual rate of reduction of under-five mortality rate_1990-2011 , Life expectancy at birth_1990.0
Proportion of 1 year-old children fully immunised against Hepatitis B , Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding_Percent_Total <5 yr
Proportion of 1 year-old children immunised against TB (BCG) , Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding_Percent_Total <5 yr
Proportion of new borns protected against tetanus , Early initiation of breastfeeding (within one hour of birth)
Proportion of population with access to improved sanitation_Percent_Rural , Proportion of 1 year-old children immunised against DPT1
Ratio of life expectancy at birth of females to males , Proportion of population with access to improved sanitation_Percent_Total
Proportion of 1 year-old children immunised against TB (BCG) , Proportion of births attended by skilled health personnel_Percent_Poorest 20%
Average annual rate of reduction of under-five mortality rate_1970-1990 , Life expectancy at birth_1970.0
Child discipline_Total , Reduction in under-five mortality rate_1990.0
Life expectancy at birth_1990.0 , Condom use at last high-risk sex_Female 15-24 yr
Total fertility rate (TFR)_2011.0 , Neonatal mortality rate
Average annual rate of reduction of under-five mortality rate_2000-2011 , Proportion of population with sustainable access to an improved water source_Urban
Early initiation of breastfeeding (within one hour of birth) , Proportion of 1 year-old children immunised against measles
Average annual rate of reduction of under-five mortality rate_1990-2011 , Proportion of population with access to improved sanitation_Percent_Urban
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Richest 20% , Proportion of births attended by skilled health personnel_Percent_Urban
Proportion of population with access to improved sanitation_Percent_Total , Condom use at last high-risk sex_Male 15-24 yr
Life expectancy at birth_1970.0 , Condom use at last high-risk sex_Male 15-24 yr
Proportion of births attended by skilled health personnel_Percent_Poorest 20% , Condom use at last high-risk sex_Male 15-24 yr
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Proportion of births attended by skilled health personnel_Percent_Poorest 20%
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Richest 20% , Proportion of 1 year-old children immunised against DPT1
Proportion of households consuming iodized salt , Birth registration_Rural
Average annual rate of reduction of under-five mortality rate_1990-2000 , Under-five mortality rate (U5MR)_Rank_2011.0_Total
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Proportion of under-five children with suspected pneumonia receiving antibiotics
Proportion of population with sustainable access to an improved water source_Total , Condom use at last high-risk sex_Female 15-24 yr
Average annual rate of reduction of under-five mortality rate_2000-2011 , Proportion of 1 year-old children immunised against measles
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Richest 20% , Proportion of under-five children with suspected pneumonia taken to health provider
Average annual rate of reduction of under-five mortality rate_1990-2011 , Birth registration_Rural
Proportion of births attended by skilled health personnel_Percent_Total , Condom use at last high-risk sex_Female 15-24 yr
Average annual rate of reduction of total fertility rate_1970-1990 , Proportion of births attended by skilled health personnel_Percent_Total
Reduction in under-five mortality rate_2000.0 , Birth registration_Rural
Antenatal care coverage for at least four visits , Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20%
Timely complementary feeding rate , Reduction in under-five mortality rate_1990.0
Child discipline_Total , Condom use at last high-risk sex_Male 15-24 yr
Total fertility rate (TFR)_2011.0 , Adolescent birth rate
Average annual rate of reduction of under-five mortality rate_1970-1990 , Condom use at last high-risk sex_Male 15-24 yr
Proportion of 1 year-old children immunised against TB (BCG) , Contraceptive prevalence rate (CPR)
Contraceptive prevalence rate (CPR) , Caesarean section
Proportion of households consuming iodized salt , Proportion of under-five children with suspected pneumonia receiving antibiotics
Neonatal mortality rate , Crude death rate (CDR)_1970.0
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20% , Proportion of under-five children with suspected pneumonia taken to health provider
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Proportion of population with sustainable access to an improved water source_Urban
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20% , Proportion of population with sustainable access to an improved water source_Total
Birth registration_Poorest 20% , Condom use at last high-risk sex_Female 15-24 yr
Average annual rate of reduction of under-five mortality rate_2000-2011 , Proportion of 1 year-old children fully immunised against DPT
Average annual rate of reduction of under-five mortality rate_1970-1990 , Contraceptive prevalence rate (CPR)
Institutional deliveries , Condom use at last high-risk sex_Female 15-24 yr
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Richest 20% , Condom use at last high-risk sex_Male 15-24 yr
Child discipline_Total , Birth registration_Richest 20%
Antenatal care coverage (ANC) , Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding_Percent_Total <5 yr
Average annual rate of reduction of under-five mortality rate_1990-2011 , Proportion of births attended by skilled health personnel_Percent_Total
Proportion of population with sustainable access to an improved water source_Urban , Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding_Percent_Total <5 yr
Early initiation of breastfeeding (within one hour of birth) , Proportion of births attended by skilled health personnel_Percent_Richest 20%
Average annual rate of reduction of under-five mortality rate_2000-2011 , Proportion of births attended by skilled health personnel_Percent_Urban
Total fertility rate (TFR)_1970.0 , Child discipline_Total
Proportion of new borns protected against tetanus , Condom use at last high-risk sex_Female 15-24 yr
Average annual rate of reduction of under-five mortality rate_2000-2011 , Proportion of 1 year-old children fully immunised against Hepatitis B
Antenatal care coverage for at least four visits , Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Richest 20%
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Richest 20% , Proportion of births attended by skilled health personnel_Percent_Richest 20%
Average annual rate of reduction of under-five mortality rate_1970-1990 , Average annual rate of reduction of total fertility rate_1970-1990
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Life expectancy at birth_1970.0
Average annual rate of reduction of under-five mortality rate_2000-2011 , Proportion of births attended by skilled health personnel_Percent_Richest 20%
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Birth registration_Urban
Ratio of life expectancy at birth of females to males , Life expectancy at birth_2011.0
Average annual rate of reduction of total fertility rate_1970-1990 , Proportion of population with sustainable access to an improved water source_Total
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20% , Proportion of population with sustainable access to an improved water source_Rural
Average annual rate of reduction of under-five mortality rate_1990-2000 , Life expectancy at birth_1970.0
Proportion of population with access to improved sanitation_Percent_Rural , Proportion of 1 year-old children fully immunised against Hepatitis B
Adolescent birth rate , Crude birth rate (CBR)_1990.0
Total fertility rate (TFR)_1990.0 , Neonatal mortality rate
Average annual rate of reduction of total fertility rate_1970-1990 , Proportion of 1 year-old children immunised against measles
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20% , Birth registration_Richest 20%
Prevalence of underweight (severe) - WHO , Prevalence of wasting (moderate and severe) - WHO
Prevalence of underweight (moderate and severe) - WHO_Percent_Poorest 20% , Prevalence of stunting (moderate and severe) - WHO
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Richest 20% , Proportion of 1 year-old children fully immunised against DPT
Under-five mortality rate (U5MR)_Deaths per 1000 live births_1990.0_Total , Crude birth rate (CBR)_1990.0
Prevalence of underweight (moderate and severe) - WHO_Percent_Rural , Prevalence of stunting (moderate and severe) - WHO
Proportion of new borns protected against tetanus , Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding_Percent_Total <5 yr
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Richest 20% , Proportion of 1 year-old children immunised against measles
Average annual rate of reduction of under-five mortality rate_2000-2011 , Antenatal care coverage (ANC)
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20% , Reduction in under-five mortality rate_1990.0
Early initiation of breastfeeding (within one hour of birth) , Proportion of population with sustainable access to an improved water source_Urban
Average annual rate of reduction of under-five mortality rate_1990-2011 , Proportion of births attended by skilled health personnel_Percent_Rural
Average annual rate of reduction of under-five mortality rate_1990-2011 , Institutional deliveries
Average annual rate of reduction of under-five mortality rate_2000-2011 , Proportion of 1 year-old children immunised against DPT1
Early initiation of breastfeeding (within one hour of birth) , Proportion of births attended by skilled health personnel_Percent_Urban
Total fertility rate (TFR)_2011.0 , Prevalence of stunting (moderate and severe) - WHO
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Richest 20%
Average annual rate of reduction of under-five mortality rate_1990-2000 , Contraceptive prevalence rate (CPR)
Proportion of under-five children with suspected pneumonia taken to health provider , Condom use at last high-risk sex_Female 15-24 yr
Child discipline_Total , Reduction in under-five mortality rate_2000.0
Average annual rate of reduction of under-five mortality rate_1990-2000 , Proportion of population with access to improved sanitation_Percent_Rural
Proportion of births attended by skilled health personnel_Percent_Poorest 20% , Reduction in under-five mortality rate_1990.0
Proportion of 1 year-old children immunised against TB (BCG) , Life expectancy at birth_1970.0
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Proportion of births attended by skilled health personnel_Percent_Urban
Average annual rate of reduction of total fertility rate_1970-1990 , Life expectancy at birth_2011.0
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B , Contraceptive prevalence rate (CPR)
Average annual rate of reduction of under-five mortality rate_2000-2011 , Proportion of 1 year-old children fully immunised against polio (OPV)
Average annual rate of reduction of under-five mortality rate_1970-1990 , Proportion of births attended by skilled health personnel_Percent_Poorest 20%
Proportion of 1 year-old children fully immunised against polio (OPV) , Under-five mortality rate (U5MR)_Rank_2011.0_Total
Infant mortality rate (IMR)_1990.0 , Prevalence of stunting (moderate and severe) - WHO
