Country or Area,Subgroup,Year,Source,Unit,Proportion of population with access to improved sanitation,Proportion of population with access to improved sanitation Footnotes
Niue,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Niue,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Niue,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Norway,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Norway,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Norway,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Norway,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Oman,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,95.0,
Oman,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Oman,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,99.0,
Oman,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.1,
Pakistan,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,34.0,
Pakistan,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,72.0,
Pakistan,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,48.0,
Pakistan,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,2.1,
Palau,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Palau,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Palau,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Palau,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Papua New Guinea,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,41.0,
Papua New Guinea,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,71.0,
Papua New Guinea,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,45.0,
Papua New Guinea,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.7,
Paraguay,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,40.0,
Paraguay,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,90.0,
Paraguay,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,71.0,
Paraguay,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,2.3,
Peru,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,37.0,
Peru,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,81.0,
Peru,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,71.0,
Peru,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,2.2,
Philippines,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,69.0,
Philippines,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,79.0,
Philippines,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,74.0,
Philippines,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.1,
Poland,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,96.0,
Portugal,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Portugal,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Portugal,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Portugal,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Qatar,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Qatar,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Qatar,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Qatar,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Republic of Korea,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Republic of Korea,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Republic of Korea,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Republic of Korea,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Republic of Moldova,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,82.0,
Republic of Moldova,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,89.0,
Republic of Moldova,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,85.0,
Republic of Moldova,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.1,
Russian Federation,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,59.0,
Russian Federation,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,74.0,
Russian Federation,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,70.0,
Russian Federation,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.3,
Rwanda,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,56.0,
Rwanda,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,52.0,
Rwanda,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,55.0,
Rwanda,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,0.9,
Saint Kitts and Nevis,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,96.0,
Saint Kitts and Nevis,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,96.0,
Saint Kitts and Nevis,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,96.0,
Saint Kitts and Nevis,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Saint Lucia,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,63.0,
Saint Lucia,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,71.0,
Saint Lucia,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,65.0,
Saint Lucia,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.1,
Saint Vincent and the Grenadines,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,96.0,
Samoa,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,98.0,
Samoa,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,98.0,
Samoa,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,98.0,
Samoa,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Sao Tome and Principe,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,19.0,
Sao Tome and Principe,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,30.0,
Sao Tome and Principe,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,26.0,
Sao Tome and Principe,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.6,
Saudi Arabia,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Senegal,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,39.0,
Senegal,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,70.0,
Senegal,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,52.0,
Senegal,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.8,
Serbia,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,88.0,
Serbia,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,96.0,
Serbia,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,92.0,
Serbia,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.1,
Seychelles,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,98.0,
Sierra Leone,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,6.0,
Sierra Leone,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,23.0,
Sierra Leone,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,13.0,
Sierra Leone,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,3.8,
Singapore,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Singapore,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Slovakia,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,99.0,
Slovakia,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Slovakia,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Slovakia,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Slovenia,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Slovenia,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Slovenia,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Slovenia,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Solomon Islands,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,98.0,
Somalia,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,6.0,
Somalia,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,52.0,
Somalia,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,23.0,
Somalia,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,8.7,
South Africa,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,67.0,
South Africa,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,86.0,
South Africa,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,79.0,
South Africa,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.3,
South Asia,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,28.0,1.0
South Asia,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,60.0,1.0
South Asia,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,38.0,2.0
South Asia,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,2.1,1.0
Spain,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Spain,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Spain,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Spain,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Sri Lanka,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,93.0,
Sri Lanka,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,88.0,
Sri Lanka,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,92.0,
Sri Lanka,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,0.9,
State of Palestine,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,92.0,
State of Palestine,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,92.0,
State of Palestine,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,92.0,
State of Palestine,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Sub-Saharan Africa,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,23.0,1.0
Sub-Saharan Africa,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,43.0,1.0
Sub-Saharan Africa,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,30.0,2.0
Sub-Saharan Africa,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.9,1.0
Sudan (pre-cession),Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,14.0,3.0
Sudan (pre-cession),Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,44.0,3.0
Sudan (pre-cession),Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,26.0,4.0
Sudan (pre-cession),Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,3.1,3.0
Suriname,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,66.0,
Suriname,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,90.0,
Suriname,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,83.0,
Suriname,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.4,
Swaziland,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,55.0,
Swaziland,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,64.0,
Swaziland,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,57.0,
Swaziland,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.2,
Sweden,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Sweden,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Sweden,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Sweden,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Switzerland,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Switzerland,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Switzerland,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Switzerland,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Syrian Arab Republic,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,93.0,
Syrian Arab Republic,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,96.0,
Syrian Arab Republic,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,95.0,
Syrian Arab Republic,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Tajikistan,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,94.0,
Tajikistan,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,95.0,
Tajikistan,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,94.0,
Tajikistan,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Thailand,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,96.0,
Thailand,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,95.0,
Thailand,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,96.0,
Thailand,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
The former Yugoslav Republic of Macedonia,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,82.0,
The former Yugoslav Republic of Macedonia,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,92.0,
The former Yugoslav Republic of Macedonia,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,88.0,
The former Yugoslav Republic of Macedonia,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.1,
Timor-Leste,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,37.0,
Timor-Leste,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,73.0,
Timor-Leste,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,47.0,
Timor-Leste,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,2.0,
Togo,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,3.0,
Togo,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,26.0,
Togo,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,13.0,
Togo,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,8.7,
Tonga,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,96.0,
Tonga,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,98.0,
Tonga,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,96.0,
Tonga,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Trinidad and Tobago,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,92.0,
Trinidad and Tobago,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,92.0,
Trinidad and Tobago,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,92.0,
Trinidad and Tobago,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Tunisia,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,96.0,
Turkey,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,75.0,
Turkey,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,97.0,
Turkey,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,90.0,
Turkey,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.3,
Turkmenistan,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,97.0,
Turkmenistan,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,99.0,
Turkmenistan,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,98.0,
Turkmenistan,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Tuvalu,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,81.0,
Tuvalu,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,88.0,
Tuvalu,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,85.0,
Tuvalu,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.1,
Uganda,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,34.0,
Uganda,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,34.0,
Uganda,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,34.0,
Uganda,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Ukraine,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,89.0,
Ukraine,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,96.0,
Ukraine,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,94.0,
Ukraine,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.1,
United Arab Emirates,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,95.0,
United Arab Emirates,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,98.0,
United Arab Emirates,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,98.0,
United Arab Emirates,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
United Kingdom,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
United Kingdom,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
United Kingdom,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
United Kingdom,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
United Republic of Tanzania,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,7.0,
United Republic of Tanzania,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,20.0,
United Republic of Tanzania,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,10.0,
United Republic of Tanzania,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,2.9,
United States,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,99.0,
United States,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
United States,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
United States,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Uruguay,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,99.0,
Uruguay,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Uruguay,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Uruguay,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Uzbekistan,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Uzbekistan,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Uzbekistan,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,100.0,
Uzbekistan,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.0,
Vanuatu,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,54.0,
Vanuatu,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,64.0,
Vanuatu,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,57.0,
Vanuatu,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.2,
Viet Nam,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,68.0,
Viet Nam,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,94.0,
